Id,SalePrice
1048,144631.54287461838
629,153781.25910807351
637,61122.65239548963
465,124593.9646316093
856,128271.43641522896
1398,134022.81714864564
383,214052.06790028964
1429,116029.18006698409
789,110508.91375508599
1341,119503.52996154857
1217,124934.76755290279
333,279568.2422162074
544,144806.10483768146
204,147517.31160488233
1135,172302.06906231664
1415,195723.9622124087
430,176973.16111548623
1273,133708.03588872842
747,236810.5603355912
590,88843.62657059531
839,143634.22778311308
1294,167063.86196381526
591,187440.0619233639
586,362201.53995052393
1202,201986.93014841244
199,112093.79373529096
917,46550.668080482414
995,335182.1779736586
1229,361512.93302358617
44,127589.67064464773
1034,235427.34499532095
692,658703.3004746469
232,375986.19100886764
527,129927.99934734103
102,178239.46728626583
1093,144101.4265678101
412,135067.7822099037
1393,120955.00814017613
908,238831.5613572431
783,191527.36792481533
953,131116.29984816478
621,68570.46969789964
670,125482.74895924013
129,148554.20214135316
530,202039.82963555717
911,154372.83424790835
999,92332.12398752336
1451,137701.75003739013
1164,121076.33892923797
248,144456.0260926961
529,85400.5224080676
734,132991.43572318828
33,189709.11287357623
635,142485.95994282325
1028,292049.72717601835
1054,149667.48211170518
576,117504.44574975695
844,134839.22175818286
298,230587.94038863134
262,295461.44005485787
1047,503538.6771659809
940,241407.96913908224
310,357961.5601720647
164,102972.84184053111
1010,108858.09060831473
600,152070.6129637262
1176,292075.0821157185
372,137931.7836721212
240,117971.0112560766
882,189809.91463336232
1334,122986.3101438822
1359,173332.47497815508
1157,173573.29347030213
813,69095.60713909696
1332,132748.77181755195
426,142265.5901426094
1055,255078.14411984987
64,143241.77492825783
818,271607.4927577079
1395,225918.8402443834
1307,200699.6014167689
916,77536.4552646841
433,124870.06522281744
694,109708.71868792124
967,148507.51436282395
1171,161906.3488340123
1043,188551.536571207
608,192550.26617552323
1090,207919.3961926343
31,55908.31010913745
57,181886.9599701937
1179,136425.0542797892
452,243276.26962397274
559,178822.4970451553
366,137589.5886879424
424,320611.8416947972
959,189051.3452856605
807,132405.6019525273
1134,237942.58672012246
980,138548.55814831404
355,140168.06800187705
1357,112096.59382543394
307,235759.257331395
797,143541.15189543646
100,127136.64386000244
756,170810.18329290143
272,216649.46594936127
241,259704.2290852616
598,190897.76624024106
947,141976.93549809186
359,128064.34942709796
985,127462.52352661906
778,140929.18509657416
708,239010.54289541216
599,204814.5068229642
875,77860.7770902081
931,211450.83193804184
340,151917.61577735172
1280,76077.8666313008
1433,76859.3897095323
1042,171485.9070520246
712,104091.87863783153
1050,92506.97009690413
311,171233.2221314066
572,119394.20899971943
918,136069.28250297578
603,221319.0577873029
290,148111.50906988664
429,194946.35085714498
1086,145171.0356960339
209,264995.12926868215
681,136970.55550633048
354,107080.89536385736
325,237003.70507699912
238,197232.8675142217
59,414535.7937140884
1160,182711.21673967663
536,113314.44855179284
368,160586.88543456828
696,169735.2873698401
24,134667.51139921093
108,110574.84194145567
1431,184536.88961250486
1019,163936.95042592753
362,142453.16193536768
1002,86517.58039859246
539,152457.89026812083
1422,132615.9006317103
1178,114425.19474601101
1292,116720.89720978479
782,175907.918286622
1448,250099.4473520815
775,352344.7865953085
673,163713.56532758113
234,126940.98588589505
427,264166.34853945684
197,289557.678443685
1227,206424.74229196462
82,158496.8470316051
1369,142737.72461988317
1126,116078.75304258951
112,175531.4541099465
1244,428662.04061346647
745,189028.87050916685
938,248345.94286365475
345,90492.05895585063
1233,102901.101477232
866,144002.03741027426
1089,136497.57680973175
351,303365.50245735387
589,155002.0731876181
1428,141395.6713527901
949,198606.45682765523
1450,91877.09050718385
990,194826.90045640746
678,107772.18009707054
479,303735.33182678267
1272,177644.12434669194
1411,226571.21480215696
480,97614.63480216592
1362,252550.00569747572
803,184103.34056638693
652,115571.58608587742
723,123183.85377691175
